gene	region_id	reference_region	comparison_type	observed_counts_per_10000	reference_counts_per_10000	log2_count_ratio	detection_fraction_difference	observed_fraction_q20	reference_fraction_q20	q20_difference	abundance_depletion	quality_degradation	insufficient_quality	evidence_tier	candidate_status	exact_cycle_status	threshold_abs_log2_ratio	threshold_abs_q20_delta	section_candidate_flag	section_evidence_status	gene_set
Adam8	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	1.72830771395881	5.02452610320607	-1.30990224197124	-0.0451850071400859	0.705488621151272	0.753248917027657	-0.047760295876385	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Adam8	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	4.70171319841774	5.02452610320607	-0.0868638576008474	-0.0234240047990926	0.639974948555068	0.753248917027657	-0.113273968472589	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Adam8	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	3.12322541413137	5.02452610320607	-0.608576150733047	-0.0252355923579704	0.726917821588913	0.753248917027657	-0.0263310954387439	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Adgre1	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	6.85537006883987	16.8955997910893	-1.24185258881528	-0.0607187200913009	0.615728813559322	0.807827545790913	-0.192098732231591	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Alox15	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	0.661248796305489	1.44356004615067	-0.743024579146689	-0.0199271333811224	0.640478223740393	0.710200714874897	-0.069722491134504	TRUE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	common
Alox15	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	2.9065379366287	1.44356004615067	0.809604592982448	-0.0094998738672197	0.612224448897796	0.710200714874897	-0.097976265977101	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	common
Arhgap18	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	5.39588774247699	11.9762018643611	-1.08139783981416	-0.133391850027056	0.411700012689819	0.803917482808919	-0.3922174701191	TRUE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Arhgap18	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	9.54665900671948	11.9762018643611	-0.312462984501111	-0.075468837087357	0.627773770630913	0.803917482808919	-0.176143712178006	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Arhgap18	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	13.3541658076121	11.9762018643611	0.151141044571263	0.014720716279651	0.715643972660277	0.803917482808919	-0.0882735101486419	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Atp2b1	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	13.630282340126	19.324361033947	-0.488484073908935	-0.079791302021898	0.609381293180903	0.804187079136163	-0.19480578595526	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Atp2b1	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	13.4174602516062	19.324361033947	-0.510378403800665	-0.143754872884402	0.829481526531853	0.804187079136163	0.02529444739569	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Atp2b1	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	5.92424941996142	19.324361033947	-1.62567455531174	-0.207684199047839	0.415577176446742	0.804187079136163	-0.388609902689421	TRUE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Basp1	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	12.4692630160464	11.0751032088363	0.164071442890164	-0.020622010159423	0.712710133542812	0.80006294526623	-0.087352811723418	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Basp1	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	10.7390019816045	11.0751032088363	-0.0425111266956926	-0.042355046728236	0.729239022041883	0.80006294526623	-0.0708239232243471	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Birc3	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	7.35277816066803	19.6235257875812	-1.35760805096014	-0.181237818494633	0.714030117787386	0.723494700881245	-0.009464583093859	TRUE	FALSE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Birc3	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	7.91320724804069	19.6235257875812	-1.25815530923665	-0.136572454625936	0.632074368568756	0.723494700881245	-0.091420332312489	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	short_lived
Birc3	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	15.6355711923897	19.6235257875812	-0.31863844839549	-0.119754269085821	0.489410035411238	0.723494700881245	-0.234084665470007	FALSE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	short_lived
Calm1	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	18.8513742118753	46.5585660660904	-1.28202133943278	-0.316356641498925	0.98865328335986	0.962462762143422	0.0261905212164381	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Camk1d	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	4.95181172217081	10.078488095826	-0.956325803802757	-0.0841381597153198	0.721268302960076	0.803614457831325	-0.082346154871249	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Ccl6	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	9.31573294630695	13.8985456628139	-0.552755194725807	-0.02336496549737	0.980647619047619	0.969057795948708	0.011589823098911	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Ccl6	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	9.02614246152274	13.8985456628139	-0.595959069216508	-0.0296802449397033	0.989243404317174	0.969057795948708	0.0201856083684659	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Ccr3	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	0.981036554263162	1.89110571172797	-0.691070664575344	-0.0196451004240137	0.494883340155546	0.676542705353494	-0.181659365197948	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	common
Ccr3	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	3.63244083055102	1.89110571172797	0.789316249175396	0.0056723893914525	0.601261034047919	0.676542705353494	-0.0752816713055751	FALSE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	common
Cd24a	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	2.40824816768795	9.65497172772932	-1.80396393485908	-0.102997973947012	0.674589700056593	0.653428236095862	0.021161463960731	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Cd24a	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	2.90621737734847	9.65497172772932	-1.57594381034739	-0.104873902760112	0.896432111000991	0.653428236095862	0.243003874905129	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Cd24a	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	2.75721257500028	9.65497172772932	-1.64047644073892	-0.10763115297043	0.75275716863846	0.653428236095862	0.099328932542598	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Cd300a	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	2.25738979727469	6.98832043981304	-1.44133894421633	-0.0664026548363881	0.428403927890957	0.802866110025463	-0.374462182134506	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Cd44	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	5.40255824710254	15.0801863664254	-1.40030021236011	-0.109283645459093	0.881367841667643	0.786067246750457	0.095300594917186	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Cd44	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	8.72224225360072	15.0801863664254	-0.756523022013512	-0.11284548501635	0.817973800125851	0.786067246750457	0.0319065533753939	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Cd47	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	41.5051425343314	77.0595540907296	-0.884738546528994	-0.326177340752382	0.833154068908457	0.833382308333965	-0.000228239425507981	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Cd47	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	48.1786258555991	77.0595540907296	-0.672016066131659	-0.280824175115061	0.863784031114161	0.833382308333965	0.030401722780196	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Cd80	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	3.67953103353983	4.14565454785092	-0.152540805897847	-0.0330937904381083	0.608560868010016	0.805285868392664	-0.196725000382648	FALSE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Cd80	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	1.86972949997033	4.14565454785092	-0.971159491256424	-0.0412709954499365	0.691479820627803	0.805285868392664	-0.113806047764861	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Cd84	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	5.04964108965092	16.9766986700865	-1.654966310417	-0.150179917511707	0.951466127401416	0.953388531125422	-0.00192240372400598	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Cd9	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	12.5879881445435	22.1946606180119	-0.794109567431559	-0.099721222477039	0.711458217938776	0.796250494657697	-0.0847922767189211	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	short_lived
Cd9	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	26.4094672320376	22.1946606180119	0.245760914024434	-0.029693420897295	0.738927595207267	0.796250494657697	-0.05732289945043	FALSE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	short_lived
Cdk2ap2	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	4.67020943073274	5.34111209751377	-0.176020350718774	-0.0145401459939554	0.546056991385023	0.615655737704918	-0.069598746319895	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	short_lived
Cdk2ap2	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	3.60891471336407	5.34111209751377	-0.507485686451146	-0.0544823293158908	0.466573199527745	0.615655737704918	-0.149082538177173	TRUE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	short_lived
Cdkn1a	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	4.06677648923157	6.42903854095067	-0.601478998943219	-0.0514309635585217	0.699987266012989	0.805532810855071	-0.105545544842082	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Cdkn1a	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	2.08641697747301	6.42903854095067	-1.42170029828407	-0.0653891797318969	0.442903995229577	0.805532810855071	-0.362628815625494	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Cebpb	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	3.93182775529168	11.3075866619617	-1.41374040752371	-0.127199001259505	0.929518855656697	0.73356394129979	0.195954914356907	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Cebpb	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	3.7590972385899	11.3075866619617	-1.47109455095316	-0.136810092168901	0.822746248448607	0.73356394129979	0.089182307148817	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Coro1a	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	4.44986478061399	19.3477895989907	-2.00351732720966	-0.151918823187476	0.816587127563524	0.683235029881645	0.133352097681879	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Coro1a	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	8.29031142618607	19.3477895989907	-1.17499216312261	-0.134053476732798	0.838120843356445	0.683235029881645	0.1548858134748	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Coro2a	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	3.58941012781986	6.46207882498658	-0.767625390100109	-0.0665163752388974	0.436455402945557	0.771068103870652	-0.334612700925095	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Coro2a	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	2.10836001316948	6.46207882498658	-1.41637514028507	-0.0729343077005923	0.53564290473018	0.771068103870652	-0.235425199140472	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Coro2a	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	4.76369030807832	6.46207882498658	-0.403443538549058	-0.0525446958008209	0.597336586357629	0.771068103870652	-0.173731517513023	FALSE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Csf2rb	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	1.70881390486286	3.71432865807307	-0.932030953285472	-0.0334890194717628	0.238356164383562	0.522761143476494	-0.284404979092932	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Cxcl2	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	0.0813720907077552	0.595325845083359	-0.913826396172865	-0.0109098968098908	0.703703703703704	0.87649063032368	-0.172786926619976	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	short_lived
Cytip	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	4.83569649161031	12.6141797124726	-1.29737906063879	-0.119819327907197	0.802017484868863	0.698216864444026	0.103800620424837	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Dnaja1	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	28.7609197459984	55.7161313359701	-0.942009056394714	-0.242717593877642	0.924217093459468	0.866915740079568	0.0573013533799001	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Dnaja1	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	42.3546240665644	55.7161313359701	-0.391533292897727	-0.20699326990704	0.74538779350405	0.866915740079568	-0.121527946575518	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Dock8	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	10.4713994929879	19.9238920060895	-0.896510249249914	-0.126850487455543	0.823193444251304	0.749275213323738	0.073918230927566	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Dusp5	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	1.35498245425723	3.85189638614985	-1.2302386671451	-0.0386952243659271	0.937464142283419	0.92827175531195	0.00919238697146896	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Ear1	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	0.350174277989553	1.3792816753899	-1.1443508047075	-0.0220216097304011	0.34416086620263	0.62121591193395	-0.27705504573132	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	common
Elmo1	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	8.34658220304604	18.5127715115377	-1.10377675469839	-0.13410889291857	0.758126555547175	0.842347997642778	-0.084221442095603	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Elmo1	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	12.222499616842	18.5127715115377	-0.579586702611074	-0.1331121866176	0.881012658227848	0.842347997642778	0.03866466058507	TRUE	FALSE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
F5	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	0.178287165033846	1.310197445133	-1.41617896751621	-0.0241507845290477	0.452482269503546	0.68	-0.227517730496454	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
F5	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	1.52150069656965	1.310197445133	0.159279634597755	-0.0078181459797872	0.617332926457125	0.68	-0.062667073542875	FALSE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Fer	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	12.3270784823997	13.5969779794316	-0.136193302851374	-0.095939406433409	0.629596098244794	0.818478697749196	-0.188882599504402	FALSE	TRUE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	long_lived
Fgfr1	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	42.9187492359938	62.3115727619743	-0.532712227127434	-0.061212596256468	0.929058132918858	0.840461068222485	0.088597064696373	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Il1rl1	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	2.27750424666313	3.50166937536923	-0.526812856861644	-0.027940609029525	0.690870387890255	0.720533566586486	-0.029663178696231	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
Il5ra	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	3.93203194956607	2.84146442708808	0.407487766028283	-0.0073577229788363	0.67713717693837	0.780028712713351	-0.102891535774981	FALSE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	common
Il5ra	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	0.480003905860354	2.84146442708808	-1.7696211111812	-0.0457607071917181	0.572434607645875	0.780028712713351	-0.207594105067476	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	common
Il5ra	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	2.91489265310175	2.84146442708808	0.0313597127412524	-0.0147622602143872	0.676533219761499	0.780028712713351	-0.103495492951852	FALSE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	Q20_LOSS_ONLY	common
Itgal	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	4.72323843366588	15.8779590427833	-1.64873911779039	-0.138633614586454	0.688652142686138	0.811554332874828	-0.12290219018869	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	short_lived
Itgal	Region_2	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	10.3939442719564	15.8779590427833	-0.588229192971087	-0.0927981916801141	0.777336118035438	0.811554332874828	-0.03421821483939	TRUE	FALSE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	short_lived
Itgam	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	5.48484463096431	16.4883031987921	-1.50515606272268	-0.0764403100993218	0.788745579363428	0.803239034279395	-0.014493454915967	TRUE	FALSE	FALSE	Tier_C	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	common
Kctd12	Region_4	Region_3	WITHIN_MOUSE_TECHNICAL_PAIR	28.649375981208	68.4576663250902	-1.24224595227967	-0.235870320670232	0.587298544453725	0.828911481603328	-0.241612937149603	TRUE	TRUE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_AND_Q20_LOSS	long_lived
Kctd12	Region_1	Region_3	CROSS_MOUSE_DIAGNOSTIC_REFERENCE	32.0505664342495	68.4576663250902	-1.08302830245356	-0.302611473003654	0.847536531747058	0.828911481603328	0.0186250501437301	TRUE	FALSE	FALSE	Tier_A	CANDIDATE_NOT_CONFIRMED	REQUIRES_10X_DIAGNOSTICS	0.5	0.05	TRUE	DEPLETION_ONLY	long_lived
